Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Year
0 days 01:08:08.269000,PER,11,0 days 00:01:46.562000,17.0,1.0,,,0 days 00:00:18.439000,0 days 00:00:44.882000,0 days 00:00:43.241000,0 days 01:06:40.087000,0 days 01:07:24.969000,0 days 01:08:08.210000,276.0,291.0,210.0,301.0,False,ULTRASOFT,17.0,True,Racing Point,0 days 01:06:21.707000,2018-11-25 13:46:21.780,1,6.0,False,,False,True,33.2,36.1,1013.0,False,34.6,271,1.7,2018
0 days 01:09:54.544000,PER,11,0 days 00:01:46.275000,18.0,1.0,,,0 days 00:00:18.375000,0 days 00:00:44.737000,0 days 00:00:43.163000,0 days 01:08:26.585000,0 days 01:09:11.322000,0 days 01:09:54.485000,277.0,299.0,209.0,303.0,False,ULTRASOFT,18.0,True,Racing Point,0 days 01:08:08.269000,2018-11-25 13:48:08.342,1,6.0,False,,False,True,33.1,36.3,1013.1,False,34.4,284,2.9,2018
0 days 01:11:40.584000,PER,11,0 days 00:01:46.040000,19.0,1.0,,,0 days 00:00:18.340000,0 days 00:00:44.672000,0 days 00:00:43.028000,0 days 01:10:12.825000,0 days 01:10:57.497000,0 days 01:11:40.525000,278.0,301.0,209.0,306.0,True,ULTRASOFT,19.0,True,Racing Point,0 days 01:09:54.544000,2018-11-25 13:49:54.617,1,6.0,False,,False,True,33.1,36.4,1013.0,False,34.5,282,4.0,2018
0 days 01:13:26.649000,PER,11,0 days 00:01:46.065000,20.0,1.0,,,0 days 00:00:18.445000,0 days 00:00:44.610000,0 days 00:00:43.010000,0 days 01:11:58.970000,0 days 01:12:43.580000,0 days 01:13:26.590000,277.0,299.0,209.0,304.0,False,ULTRASOFT,20.0,True,Racing Point,0 days 01:11:40.584000,2018-11-25 13:51:40.657,1,6.0,False,,False,True,33.2,36.2,1013.1,False,34.6,279,4.0,2018
0 days 01:15:12.837000,PER,11,0 days 00:01:46.188000,21.0,1.0,,,0 days 00:00:18.392000,0 days 00:00:44.748000,0 days 00:00:43.048000,0 days 01:13:44.982000,0 days 01:14:29.730000,0 days 01:15:12.778000,281.0,299.0,211.0,303.0,False,ULTRASOFT,21.0,True,Racing Point,0 days 01:13:26.649000,2018-11-25 13:53:26.722,1,6.0,False,,False,True,33.2,37.3,1013.0,False,34.5,281,4.9,2018
0 days 01:16:58.690000,PER,11,0 days 00:01:45.853000,22.0,1.0,,,0 days 00:00:18.351000,0 days 00:00:44.687000,0 days 00:00:42.815000,0 days 01:15:31.129000,0 days 01:16:15.816000,0 days 01:16:58.631000,278.0,299.0,211.0,304.0,True,ULTRASOFT,22.0,True,Racing Point,0 days 01:15:12.837000,2018-11-25 13:55:12.910,1,6.0,False,,False,True,33.2,37.3,1013.0,False,34.5,281,4.9,2018
0 days 01:18:44.682000,PER,11,0 days 00:01:45.992000,23.0,1.0,,,0 days 00:00:18.366000,0 days 00:00:44.665000,0 days 00:00:42.961000,0 days 01:17:16.997000,0 days 01:18:01.662000,0 days 01:18:44.623000,,297.0,209.0,304.0,False,ULTRASOFT,23.0,True,Racing Point,0 days 01:16:58.690000,2018-11-25 13:56:58.763,1,6.0,False,,False,True,33.2,37.3,1013.0,False,34.5,281,4.9,2018
0 days 01:20:30.920000,PER,11,0 days 00:01:46.238000,24.0,1.0,,,0 days 00:00:18.364000,0 days 00:00:44.822000,0 days 00:00:43.052000,0 days 01:19:02.987000,0 days 01:19:47.809000,0 days 01:20:30.861000,277.0,297.0,202.0,302.0,False,ULTRASOFT,24.0,True,Racing Point,0 days 01:18:44.682000,2018-11-25 13:58:44.755,1,6.0,False,,False,True,33.1,38.2,1013.2,False,33.6,274,3.4,2018
0 days 01:22:17.221000,PER,11,0 days 00:01:46.301000,25.0,1.0,,,0 days 00:00:18.543000,0 days 00:00:44.420000,0 days 00:00:43.338000,0 days 01:20:49.404000,0 days 01:21:33.824000,0 days 01:22:17.162000,278.0,303.0,212.0,304.0,False,ULTRASOFT,25.0,True,Racing Point,0 days 01:20:30.920000,2018-11-25 14:00:30.993,1,6.0,False,,False,True,32.5,41.4,1013.2,False,33.5,284,4.6,2018
0 days 01:27:54.362000,PER,11,0 days 00:01:43.911000,28.0,2.0,,,0 days 00:00:18.110000,0 days 00:00:43.667000,0 days 00:00:42.134000,0 days 01:26:28.502000,0 days 01:27:12.169000,0 days 01:27:54.303000,278.0,304.0,217.0,307.0,True,SUPERSOFT,2.0,True,Racing Point,0 days 01:26:10.451000,2018-11-25 14:06:10.524,1,9.0,False,,False,True,31.1,50.2,1013.5,True,32.1,279,4.1,2018
0 days 01:29:38.716000,PER,11,0 days 00:01:44.354000,29.0,2.0,,,0 days 00:00:18.028000,0 days 00:00:43.647000,0 days 00:00:42.679000,0 days 01:28:12.331000,0 days 01:28:55.978000,0 days 01:29:38.657000,279.0,304.0,216.0,311.0,False,SUPERSOFT,3.0,True,Racing Point,0 days 01:27:54.362000,2018-11-25 14:07:54.435,1,9.0,False,,False,True,30.5,50.8,1013.5,True,31.7,271,3.2,2018
0 days 01:31:23.383000,PER,11,0 days 00:01:44.667000,30.0,2.0,,,0 days 00:00:18.129000,0 days 00:00:43.562000,0 days 00:00:42.976000,0 days 01:29:56.786000,0 days 01:30:40.348000,0 days 01:31:23.324000,283.0,289.0,216.0,328.0,False,SUPERSOFT,4.0,True,Racing Point,0 days 01:29:38.716000,2018-11-25 14:09:38.789,1,8.0,False,,False,True,29.8,53.9,1013.4,True,30.9,252,3.4,2018
0 days 01:33:08.476000,PER,11,0 days 00:01:45.093000,31.0,2.0,,,0 days 00:00:18.104000,0 days 00:00:44.288000,0 days 00:00:42.701000,0 days 01:31:41.428000,0 days 01:32:25.716000,0 days 01:33:08.417000,278.0,287.0,214.0,307.0,False,SUPERSOFT,5.0,True,Racing Point,0 days 01:31:23.383000,2018-11-25 14:11:23.456,1,8.0,False,,False,True,29.4,54.9,1013.3,False,31.5,272,2.2,2018
0 days 01:34:52.889000,PER,11,0 days 00:01:44.413000,32.0,2.0,,,0 days 00:00:18.023000,0 days 00:00:43.983000,0 days 00:00:42.407000,0 days 01:33:26.440000,0 days 01:34:10.423000,0 days 01:34:52.830000,282.0,299.0,213.0,311.0,False,SUPERSOFT,6.0,True,Racing Point,0 days 01:33:08.476000,2018-11-25 14:13:08.549,1,8.0,False,,False,True,29.4,54.1,1013.3,False,31.6,266,2.9,2018
0 days 01:36:37.554000,PER,11,0 days 00:01:44.665000,33.0,2.0,,,0 days 00:00:18.086000,0 days 00:00:44.200000,0 days 00:00:42.379000,0 days 01:35:10.916000,0 days 01:35:55.116000,0 days 01:36:37.495000,,288.0,213.0,311.0,False,SUPERSOFT,7.0,True,Racing Point,0 days 01:34:52.889000,2018-11-25 14:14:52.962,1,8.0,False,,False,True,29.6,53.1,1013.2,False,31.7,271,2.1,2018
0 days 01:38:22.349000,PER,11,0 days 00:01:44.795000,34.0,2.0,,,0 days 00:00:18.079000,0 days 00:00:44.280000,0 days 00:00:42.436000,0 days 01:36:55.574000,0 days 01:37:39.854000,0 days 01:38:22.290000,,296.0,211.0,309.0,False,SUPERSOFT,8.0,True,Racing Point,0 days 01:36:37.554000,2018-11-25 14:16:37.627,1,8.0,False,,False,True,29.7,53.0,1013.1,False,31.9,260,2.6,2018
0 days 01:40:07.336000,PER,11,0 days 00:01:44.987000,35.0,2.0,,,0 days 00:00:18.154000,0 days 00:00:44.342000,0 days 00:00:42.491000,0 days 01:38:40.444000,0 days 01:39:24.786000,0 days 01:40:07.277000,281.0,285.0,214.0,301.0,False,SUPERSOFT,9.0,True,Racing Point,0 days 01:38:22.349000,2018-11-25 14:18:22.422,1,8.0,False,,False,True,29.7,52.8,1013.1,False,32.2,235,1.5,2018
0 days 01:41:51.781000,PER,11,0 days 00:01:44.445000,36.0,2.0,,,0 days 00:00:18.079000,0 days 00:00:44.236000,0 days 00:00:42.130000,0 days 01:40:25.356000,0 days 01:41:09.592000,0 days 01:41:51.722000,,287.0,213.0,305.0,False,SUPERSOFT,10.0,True,Racing Point,0 days 01:40:07.336000,2018-11-25 14:20:07.409,1,8.0,False,,False,True,29.8,52.8,1013.0,False,32.1,270,1.7,2018
0 days 01:43:36.143000,PER,11,0 days 00:01:44.362000,37.0,2.0,,,0 days 00:00:18.010000,0 days 00:00:44.210000,0 days 00:00:42.142000,0 days 01:42:09.732000,0 days 01:42:53.942000,0 days 01:43:36.084000,284.0,280.0,213.0,307.0,False,SUPERSOFT,11.0,True,Racing Point,0 days 01:41:51.781000,2018-11-25 14:21:51.854,1,8.0,False,,False,True,30.0,51.9,1013.0,False,32.6,243,2.3,2018
0 days 01:45:20.927000,PER,11,0 days 00:01:44.784000,38.0,2.0,,,0 days 00:00:18.072000,0 days 00:00:44.429000,0 days 00:00:42.283000,0 days 01:43:54.156000,0 days 01:44:38.585000,0 days 01:45:20.868000,282.0,275.0,214.0,306.0,False,SUPERSOFT,12.0,True,Racing Point,0 days 01:43:36.143000,2018-11-25 14:23:36.216,1,8.0,False,,False,True,30.0,51.6,1013.0,False,32.6,278,1.0,2018
0 days 01:47:05.826000,PER,11,0 days 00:01:44.899000,39.0,2.0,,,0 days 00:00:18.012000,0 days 00:00:44.532000,0 days 00:00:42.355000,0 days 01:45:38.880000,0 days 01:46:23.412000,0 days 01:47:05.767000,283.0,286.0,214.0,299.0,False,SUPERSOFT,13.0,True,Racing Point,0 days 01:45:20.927000,2018-11-25 14:25:21.000,1,8.0,False,,False,True,30.3,50.5,1013.1,False,33.0,279,2.9,2018
0 days 01:48:50.495000,PER,11,0 days 00:01:44.669000,40.0,2.0,,,0 days 00:00:18.082000,0 days 00:00:44.318000,0 days 00:00:42.269000,0 days 01:47:23.849000,0 days 01:48:08.167000,0 days 01:48:50.436000,281.0,292.0,214.0,301.0,False,SUPERSOFT,14.0,True,Racing Point,0 days 01:47:05.826000,2018-11-25 14:27:05.899,1,8.0,False,,False,True,30.5,50.0,1013.1,False,32.6,314,2.0,2018
0 days 01:50:34.711000,PER,11,0 days 00:01:44.216000,41.0,2.0,,,0 days 00:00:18.015000,0 days 00:00:44.170000,0 days 00:00:42.031000,0 days 01:49:08.451000,0 days 01:49:52.621000,0 days 01:50:34.652000,284.0,290.0,215.0,309.0,False,SUPERSOFT,15.0,True,Racing Point,0 days 01:48:50.495000,2018-11-25 14:28:50.568,1,8.0,False,,False,True,30.4,50.0,1013.0,False,32.4,296,2.3,2018
0 days 01:52:18.925000,PER,11,0 days 00:01:44.214000,42.0,2.0,,,0 days 00:00:17.962000,0 days 00:00:44.252000,0 days 00:00:42,0 days 01:50:52.614000,0 days 01:51:36.866000,0 days 01:52:18.866000,283.0,296.0,215.0,308.0,False,SUPERSOFT,16.0,True,Racing Point,0 days 01:50:34.711000,2018-11-25 14:30:34.784,1,8.0,False,,False,True,30.4,50.0,1013.2,False,32.3,296,1.8,2018
0 days 01:54:02.798000,PER,11,0 days 00:01:43.873000,43.0,2.0,,,0 days 00:00:17.871000,0 days 00:00:44.170000,0 days 00:00:41.832000,0 days 01:52:36.737000,0 days 01:53:20.907000,0 days 01:54:02.739000,287.0,297.0,216.0,310.0,True,SUPERSOFT,17.0,True,Racing Point,0 days 01:52:18.925000,2018-11-25 14:32:18.998,1,8.0,False,,False,True,30.3,50.2,1013.2,False,32.1,280,0.9,2018
0 days 01:55:46.622000,PER,11,0 days 00:01:43.824000,44.0,2.0,,,0 days 00:00:17.872000,0 days 00:00:44.085000,0 days 00:00:41.867000,0 days 01:54:20.611000,0 days 01:55:04.696000,0 days 01:55:46.563000,279.0,299.0,212.0,307.0,True,SUPERSOFT,18.0,True,Racing Point,0 days 01:54:02.798000,2018-11-25 14:34:02.871,1,8.0,False,,False,True,30.3,50.1,1013.3,False,32.1,327,2.1,2018
0 days 01:57:30.605000,PER,11,0 days 00:01:43.983000,45.0,2.0,,,0 days 00:00:18.071000,0 days 00:00:43.955000,0 days 00:00:41.957000,0 days 01:56:04.634000,0 days 01:56:48.589000,0 days 01:57:30.546000,272.0,301.0,217.0,307.0,False,SUPERSOFT,19.0,True,Racing Point,0 days 01:55:46.622000,2018-11-25 14:35:46.695,1,8.0,False,,False,True,30.3,49.9,1013.4,False,32.4,274,3.2,2018
0 days 01:59:15.668000,PER,11,0 days 00:01:45.063000,46.0,2.0,,,0 days 00:00:17.993000,0 days 00:00:44.724000,0 days 00:00:42.346000,0 days 01:57:48.539000,0 days 01:58:33.263000,0 days 01:59:15.609000,281.0,297.0,219.0,314.0,False,SUPERSOFT,20.0,True,Racing Point,0 days 01:57:30.605000,2018-11-25 14:37:30.678,1,8.0,False,,False,True,30.4,49.4,1013.7,False,32.5,266,3.7,2018
0 days 02:00:59.390000,PER,11,0 days 00:01:43.722000,47.0,2.0,,,0 days 00:00:18.051000,0 days 00:00:44.033000,0 days 00:00:41.638000,0 days 01:59:33.660000,0 days 02:00:17.693000,0 days 02:00:59.331000,273.0,293.0,220.0,318.0,True,SUPERSOFT,21.0,True,Racing Point,0 days 01:59:15.668000,2018-11-25 14:39:15.741,1,8.0,False,,False,True,30.4,49.7,1013.8,False,32.3,245,3.1,2018
0 days 02:02:43.615000,PER,11,0 days 00:01:44.225000,48.0,2.0,,,0 days 00:00:18.058000,0 days 00:00:44.039000,0 days 00:00:42.128000,0 days 02:01:17.389000,0 days 02:02:01.428000,0 days 02:02:43.556000,275.0,281.0,219.0,319.0,False,SUPERSOFT,22.0,True,Racing Point,0 days 02:00:59.390000,2018-11-25 14:40:59.463,12,8.0,False,,False,True,29.9,54.5,1013.9,False,32.2,23,5.9,2018
0 days 02:04:27.409000,PER,11,0 days 00:01:43.794000,49.0,2.0,,,0 days 00:00:17.925000,0 days 00:00:44.092000,0 days 00:00:41.777000,0 days 02:03:01.481000,0 days 02:03:45.573000,0 days 02:04:27.350000,279.0,294.0,219.0,312.0,False,SUPERSOFT,23.0,True,Racing Point,0 days 02:02:43.615000,2018-11-25 14:42:43.688,21,8.0,False,,False,True,27.4,65.2,1013.9,False,28.3,339,3.0,2018
0 days 02:06:10.972000,PER,11,0 days 00:01:43.563000,50.0,2.0,,,0 days 00:00:17.959000,0 days 00:00:44.166000,0 days 00:00:41.438000,0 days 02:04:45.309000,0 days 02:05:29.475000,0 days 02:06:10.913000,274.0,300.0,218.0,316.0,True,SUPERSOFT,24.0,True,Racing Point,0 days 02:04:27.409000,2018-11-25 14:44:27.482,1,8.0,False,,False,True,26.4,69.6,1014.2,False,28.2,31,2.6,2018
0 days 02:07:53.992000,PER,11,0 days 00:01:43.020000,51.0,2.0,,,0 days 00:00:17.907000,0 days 00:00:43.731000,0 days 00:00:41.382000,0 days 02:06:28.820000,0 days 02:07:12.551000,0 days 02:07:53.933000,,300.0,221.0,320.0,True,SUPERSOFT,25.0,True,Racing Point,0 days 02:06:10.972000,2018-11-25 14:46:11.045,1,8.0,False,,False,True,25.9,72.4,1014.2,False,28.6,353,3.9,2018
0 days 02:09:37.299000,PER,11,0 days 00:01:43.307000,52.0,2.0,,,0 days 00:00:17.770000,0 days 00:00:43.716000,0 days 00:00:41.821000,0 days 02:08:11.703000,0 days 02:08:55.419000,0 days 02:09:37.240000,280.0,299.0,220.0,318.0,False,SUPERSOFT,26.0,True,Racing Point,0 days 02:07:53.992000,2018-11-25 14:47:54.065,1,8.0,False,,False,True,25.5,74.0,1014.2,False,28.6,249,4.9,2018
0 days 02:11:20.115000,PER,11,0 days 00:01:42.816000,53.0,2.0,,,0 days 00:00:17.761000,0 days 00:00:43.771000,0 days 00:00:41.284000,0 days 02:09:55.001000,0 days 02:10:38.772000,0 days 02:11:20.056000,279.0,299.0,219.0,323.0,True,SUPERSOFT,27.0,True,Racing Point,0 days 02:09:37.299000,2018-11-25 14:49:37.372,1,8.0,False,,False,True,25.3,74.3,1014.3,False,29.3,50,4.0,2018
0 days 02:13:02.934000,PER,11,0 days 00:01:42.819000,54.0,2.0,,,0 days 00:00:17.725000,0 days 00:00:43.179000,0 days 00:00:41.915000,0 days 02:11:37.781000,0 days 02:12:20.960000,0 days 02:13:02.875000,283.0,302.0,220.0,334.0,False,SUPERSOFT,28.0,True,Racing Point,0 days 02:11:20.115000,2018-11-25 14:51:20.188,1,8.0,False,,False,True,25.3,73.2,1014.4,False,29.2,15,3.5,2018
0 days 02:14:46.379000,PER,11,0 days 00:01:43.445000,55.0,2.0,,,0 days 00:00:17.743000,0 days 00:00:43.375000,0 days 00:00:42.327000,0 days 02:13:20.618000,0 days 02:14:03.993000,0 days 02:14:46.320000,280.0,300.0,220.0,337.0,False,SUPERSOFT,29.0,True,Racing Point,0 days 02:13:02.934000,2018-11-25 14:53:03.007,1,8.0,False,,False,True,25.1,73.9,1014.7,False,29.4,9,3.2,2018
0 days 00:36:15.418000,ALO,14,0 days 00:02:40.620000,1.0,1.0,,,,0 days 00:00:57.557000,0 days 00:01:17.808000,,0 days 00:34:57.529000,0 days 00:36:15.389000,267.0,55.0,160.0,301.0,False,ULTRASOFT,1.0,True,McLaren,0 days 00:33:34.462000,2018-11-25 13:13:34.535,124,15.0,False,,False,False,32.1,39.6,1012.7,False,34.3,302,0.9,2018
0 days 00:38:54.703000,ALO,14,,2.0,1.0,,,0 days 00:00:25.845000,0 days 00:01:11.822000,0 days 00:01:01.667000,0 days 00:36:41.159000,0 days 00:37:52.955000,0 days 00:38:54.804000,187.0,85.0,166.0,110.0,False,ULTRASOFT,2.0,True,McLaren,0 days 00:36:15.418000,2018-11-25 13:16:15.491,4,14.0,False,,False,False,32.3,38.7,1012.8,False,34.1,272,0.7,2018
0 days 00:41:30.012000,ALO,14,,3.0,1.0,,,0 days 00:00:26.770000,0 days 00:01:09.178000,0 days 00:00:59.349000,0 days 00:39:21.404000,0 days 00:40:30.583000,0 days 00:41:30.172000,114.0,137.0,127.0,138.0,False,ULTRASOFT,3.0,True,McLaren,0 days 00:38:54.703000,2018-11-25 13:18:54.776,4,14.0,False,,False,False,32.5,38.2,1012.7,False,34.7,225,1.5,2018
0 days 00:44:05.930000,ALO,14,,4.0,1.0,,,0 days 00:00:30.042000,0 days 00:01:09.137000,0 days 00:00:56.756000,0 days 00:41:59.979000,0 days 00:43:09.093000,0 days 00:44:06.012000,104.0,118.0,215.0,124.0,False,ULTRASOFT,4.0,True,McLaren,0 days 00:41:30.012000,2018-11-25 13:21:30.085,41,14.0,False,,False,False,32.6,38.0,1012.8,False,34.8,280,1.0,2018
0 days 00:45:54.749000,ALO,14,0 days 00:01:48.819000,5.0,1.0,,,0 days 00:00:19.106000,0 days 00:00:45.021000,0 days 00:00:44.692000,0 days 00:44:24.955000,0 days 00:45:09.976000,0 days 00:45:54.668000,279.0,279.0,211.0,312.0,True,ULTRASOFT,5.0,True,McLaren,0 days 00:44:05.930000,2018-11-25 13:24:06.003,1,14.0,False,,False,True,32.6,37.7,1012.8,False,34.6,267,0.8,2018
0 days 00:47:43.064000,ALO,14,0 days 00:01:48.315000,6.0,1.0,,,0 days 00:00:18.944000,0 days 00:00:45.441000,0 days 00:00:43.930000,0 days 00:46:13.612000,0 days 00:46:59.053000,0 days 00:47:42.983000,278.0,266.0,211.0,305.0,True,ULTRASOFT,6.0,True,McLaren,0 days 00:45:54.749000,2018-11-25 13:25:54.822,1,14.0,False,,False,True,32.7,37.5,1012.8,False,34.6,0,1.3,2018
0 days 00:49:58.569000,ALO,14,0 days 00:02:15.505000,7.0,1.0,,,0 days 00:00:18.751000,0 days 00:01:02.781000,0 days 00:00:53.973000,0 days 00:48:01.734000,0 days 00:49:04.515000,0 days 00:49:58.488000,277.0,238.0,172.0,163.0,False,ULTRASOFT,7.0,True,McLaren,0 days 00:47:43.064000,2018-11-25 13:27:43.137,126,13.0,False,,False,False,32.7,37.2,1012.8,False,34.3,272,1.5,2018
0 days 00:52:09.019000,ALO,14,0 days 00:02:10.450000,8.0,1.0,,,0 days 00:00:27.809000,0 days 00:00:57.326000,0 days 00:00:45.315000,0 days 00:50:26.297000,0 days 00:51:23.623000,0 days 00:52:08.938000,116.0,204.0,213.0,200.0,False,ULTRASOFT,8.0,True,McLaren,0 days 00:49:58.569000,2018-11-25 13:29:58.642,671,11.0,False,,False,False,33.0,36.5,1013.0,False,34.4,274,1.6,2018
0 days 00:53:55.667000,ALO,14,0 days 00:01:46.648000,9.0,1.0,,,0 days 00:00:18.589000,0 days 00:00:44.135000,0 days 00:00:43.924000,0 days 00:52:27.527000,0 days 00:53:11.662000,0 days 00:53:55.586000,279.0,287.0,211.0,321.0,True,ULTRASOFT,9.0,True,McLaren,0 days 00:52:09.019000,2018-11-25 13:32:09.092,1,11.0,False,,False,True,33.1,36.6,1013.0,False,34.4,265,0.9,2018
0 days 00:55:42.876000,ALO,14,0 days 00:01:47.209000,10.0,1.0,,,0 days 00:00:18.460000,0 days 00:00:45.114000,0 days 00:00:43.635000,0 days 00:54:14.046000,0 days 00:54:59.160000,0 days 00:55:42.795000,282.0,291.0,209.0,304.0,False,ULTRASOFT,10.0,True,McLaren,0 days 00:53:55.667000,2018-11-25 13:33:55.740,1,11.0,False,,False,True,33.1,36.7,1012.9,False,34.1,0,1.0,2018
0 days 00:57:30.295000,ALO,14,0 days 00:01:47.419000,11.0,1.0,,,0 days 00:00:18.448000,0 days 00:00:45.115000,0 days 00:00:43.856000,0 days 00:56:01.243000,0 days 00:56:46.358000,0 days 00:57:30.214000,,287.0,211.0,304.0,False,ULTRASOFT,11.0,True,McLaren,0 days 00:55:42.876000,2018-11-25 13:35:42.949,1,11.0,False,,False,True,32.9,36.8,1012.9,False,34.3,246,1.1,2018
0 days 00:59:17.579000,ALO,14,0 days 00:01:47.284000,12.0,1.0,,,0 days 00:00:18.365000,0 days 00:00:45.260000,0 days 00:00:43.659000,0 days 00:57:48.579000,0 days 00:58:33.839000,0 days 00:59:17.498000,279.0,294.0,211.0,302.0,False,ULTRASOFT,12.0,True,McLaren,0 days 00:57:30.295000,2018-11-25 13:37:30.368,1,11.0,False,,False,True,32.9,37.0,1012.9,False,34.3,273,1.3,2018
0 days 01:01:05.139000,ALO,14,0 days 00:01:47.560000,13.0,1.0,,,0 days 00:00:18.436000,0 days 00:00:45.084000,0 days 00:00:44.040000,0 days 00:59:35.934000,0 days 01:00:21.018000,0 days 01:01:05.058000,,294.0,211.0,303.0,False,ULTRASOFT,13.0,True,McLaren,0 days 00:59:17.579000,2018-11-25 13:39:17.652,1,11.0,False,,False,True,33.1,36.3,1012.9,False,34.5,249,2.4,2018
0 days 01:02:52.792000,ALO,14,0 days 00:01:47.653000,14.0,1.0,,,0 days 00:00:18.468000,0 days 00:00:45.153000,0 days 00:00:44.032000,0 days 01:01:23.526000,0 days 01:02:08.679000,0 days 01:02:52.711000,280.0,294.0,209.0,305.0,False,ULTRASOFT,14.0,True,McLaren,0 days 01:01:05.139000,2018-11-25 13:41:05.212,1,11.0,False,,False,True,33.2,36.2,1013.0,False,34.5,244,1.4,2018
0 days 01:04:40.513000,ALO,14,0 days 00:01:47.721000,15.0,1.0,,,0 days 00:00:18.499000,0 days 00:00:44.907000,0 days 00:00:44.315000,0 days 01:03:11.210000,0 days 01:03:56.117000,0 days 01:04:40.432000,283.0,273.0,211.0,312.0,False,ULTRASOFT,15.0,True,McLaren,0 days 01:02:52.792000,2018-11-25 13:42:52.865,1,11.0,False,,False,True,33.1,36.4,1013.0,False,34.4,248,1.4,2018
0 days 01:06:28.148000,ALO,14,0 days 00:01:47.635000,16.0,1.0,,,0 days 00:00:18.419000,0 days 00:00:45.120000,0 days 00:00:44.096000,0 days 01:04:58.851000,0 days 01:05:43.971000,0 days 01:06:28.067000,279.0,297.0,210.0,305.0,False,ULTRASOFT,16.0,True,McLaren,0 days 01:04:40.513000,2018-11-25 13:44:40.586,1,11.0,False,,False,True,33.0,36.5,1013.0,False,34.3,281,1.6,2018
0 days 01:08:16.472000,ALO,14,0 days 00:01:48.324000,17.0,1.0,,,0 days 00:00:18.415000,0 days 00:00:45.071000,0 days 00:00:44.838000,0 days 01:06:46.482000,0 days 01:07:31.553000,0 days 01:08:16.391000,278.0,293.0,209.0,305.0,False,ULTRASOFT,17.0,True,McLaren,0 days 01:06:28.148000,2018-11-25 13:46:28.221,1,11.0,False,,False,True,33.2,36.1,1013.0,False,34.6,271,1.7,2018
0 days 01:10:04.288000,ALO,14,0 days 00:01:47.816000,18.0,1.0,,,0 days 00:00:18.513000,0 days 00:00:44.644000,0 days 00:00:44.659000,0 days 01:08:34.904000,0 days 01:09:19.548000,0 days 01:10:04.207000,280.0,277.0,209.0,324.0,False,ULTRASOFT,18.0,True,McLaren,0 days 01:08:16.472000,2018-11-25 13:48:16.545,1,11.0,False,,False,True,33.1,36.3,1013.1,False,34.4,284,2.9,2018
0 days 01:11:51.922000,ALO,14,0 days 00:01:47.634000,19.0,1.0,,,0 days 00:00:18.747000,0 days 00:00:45.145000,0 days 00:00:43.742000,0 days 01:10:22.954000,0 days 01:11:08.099000,0 days 01:11:51.841000,,298.0,212.0,304.0,False,ULTRASOFT,19.0,True,McLaren,0 days 01:10:04.288000,2018-11-25 13:50:04.361,1,10.0,False,,False,True,33.1,36.4,1013.0,False,34.5,282,4.0,2018
0 days 01:13:38.909000,ALO,14,0 days 00:01:46.987000,20.0,1.0,,,0 days 00:00:18.330000,0 days 00:00:45.042000,0 days 00:00:43.615000,0 days 01:12:10.171000,0 days 01:12:55.213000,0 days 01:13:38.828000,278.0,300.0,211.0,304.0,False,ULTRASOFT,20.0,True,McLaren,0 days 01:11:51.922000,2018-11-25 13:51:51.995,1,10.0,False,,False,True,33.2,36.2,1013.1,False,34.6,279,4.0,2018
0 days 01:15:25.719000,ALO,14,0 days 00:01:46.810000,21.0,1.0,,,0 days 00:00:18.382000,0 days 00:00:45.032000,0 days 00:00:43.396000,0 days 01:13:57.210000,0 days 01:14:42.242000,0 days 01:15:25.638000,279.0,297.0,211.0,303.0,False,ULTRASOFT,21.0,True,McLaren,0 days 01:13:38.909000,2018-11-25 13:53:38.982,1,10.0,False,,False,True,33.2,37.3,1013.0,False,34.5,281,4.9,2018
0 days 01:17:12.298000,ALO,14,0 days 00:01:46.579000,22.0,1.0,,,0 days 00:00:18.376000,0 days 00:00:45.065000,0 days 00:00:43.138000,0 days 01:15:44.014000,0 days 01:16:29.079000,0 days 01:17:12.217000,278.0,297.0,211.0,302.0,True,ULTRASOFT,22.0,True,McLaren,0 days 01:15:25.719000,2018-11-25 13:55:25.792,1,10.0,False,,False,True,33.2,37.3,1013.0,False,34.5,281,4.9,2018
0 days 01:18:58.757000,ALO,14,0 days 00:01:46.459000,23.0,1.0,,,0 days 00:00:18.345000,0 days 00:00:44.988000,0 days 00:00:43.126000,0 days 01:17:30.562000,0 days 01:18:15.550000,0 days 01:18:58.676000,,297.0,212.0,300.0,True,ULTRASOFT,23.0,True,McLaren,0 days 01:17:12.298000,2018-11-25 13:57:12.371,1,10.0,False,,False,True,33.2,37.3,1013.0,False,34.5,281,4.9,2018
